Tenor,1y,5y,10y
1,0.03200699301362299,0.03927402955429774,0.04218923310092123
2,0.03325921840737365,0.040074853372463,0.0431157321828442
3,0.03401071945100096,0.0400722396883447,0.044097120570613255
5,0.03525546572547768,0.04109322250433726,0.046249014338523194
10,0.038427959269432946,0.04363363995878692,0.0534575225294814
